drug,protein,,,,
DB04258,7421,,,,
DB01017,7422,,,,
DB01120,7422,,,,
DB01136,7422,,,,
DB03754,7422,,,,
DB01254,7444,,,,
DB03496,7444,,,,
DB06616,7444,,,,
DB08568,7444,,,,
DB08877,7444,,,,
DB02567,7465,,,,
DB06616,7465,,,,
DB00437,7498,,,,
DB00583,7498,,,,
DB03841,7498,,,,
DB02375,7498,,,,
DB04216,7498,,,,
DB07352,7498,,,,
DB07795,7498,,,,
DB01254,7525,,,,
DB01268,7525,,,,
DB02567,7525,,,,
DB03044,7525,,,,
DB04849,7525,,,,
DB04868,7525,,,,
DB05294,7525,,,,
DB05424,7525,,,,
DB06616,7525,,,,
DB06999,7525,,,,
DB08597,7525,,,,
DB08865,7525,,,,
DB06616,7535,,,,
DB08865,7535,,,,
DB01268,7786,,,,
DB06616,7786,,,,
DB08865,7786,,,,
DB00518,7846,,,,
DB00570,7846,,,,
DB00643,7846,,,,
DB03010,7846,,,,
DB06809,7852,,,,
DB00495,7852,,,,
DB00943,7852,,,,
DB01083,7920,,,,
DB01083,7941,,,,
DB02656,8019,,,,
DB00200,8029,,,,
DB02255,8038,,,,
DB00126,8284,,,,
DB01065,8288,,,,
DB06616,8394,,,,
DB08568,8394,,,,
DB08865,8394,,,,
DB08568,8396,,,,
DB01103,8398,,,,
DB06616,8408,,,,
DB08568,8408,,,,
DB08877,8408,,,,
DB08865,8408,,,,
DB00126,8424,,,,
DB02567,8428,,,,
DB06616,8428,,,,
DB00530,8445,,,,
DB05424,8445,,,,
DB06999,8445,,,,
DB08142,8445,,,,
DB08568,8445,,,,
DB08877,8445,,,,
DB08916,8445,,,,
DB08865,8445,,,,
DB02567,8476,,,,
DB08568,8476,,,,
DB02567,8491,,,,
DB04849,8491,,,,
DB06616,8491,,,,
DB08865,8491,,,,
DB01064,8503,,,,
DB01083,8513,,,,
DB01268,8536,,,,
DB06999,8536,,,,
DB08877,8536,,,,
DB00165,8566,,,,
DB01268,8569,,,,
DB03044,8569,,,,
DB08597,8569,,,,
DB08916,8569,,,,
DB06616,8573,,,,
DB08142,8573,,,,
DB08877,8573,,,,
DB08865,8573,,,,
DB01268,8576,,,,
DB06999,8576,,,,
DB08877,8576,,,,
DB00480,8600,,,,
DB03044,8621,,,,
DB03496,8621,,,,
DB08142,8621,,,,
DB08568,8621,,,,
DB00920,8622,,,,
DB00780,8639,,,,
DB01275,8639,,,,
DB00905,8644,,,,
DB01698,8644,,,,
DB02266,8644,,,,
DB00328,8644,,,,
DB00586,8644,,,,
DB00603,8644,,,,
DB00712,8644,,,,
DB00784,8644,,,,
DB01016,8647,,,,
DB01645,8648,,,,
DB00203,8654,,,,
DB00277,8654,,,,
DB00820,8654,,,,
DB00862,8654,,,,
DB00975,8654,,,,
DB00235,8654,,,,
DB01113,8654,,,,
DB07352,8658,,,,
DB08868,8698,,,,
DB02567,8711,,,,
DB06589,8711,,,,
DB08865,8711,,,,
DB02567,8737,,,,
DB06999,8737,,,,
DB08865,8737,,,,
DB02255,8754,,,,
DB00317,8767,,,,
DB00398,8767,,,,
DB00530,8767,,,,
DB01254,8767,,,,
DB02567,8767,,,,
DB03044,8767,,,,
DB04849,8767,,,,
DB05294,8767,,,,
DB05424,8767,,,,
DB06616,8767,,,,
DB06999,8767,,,,
DB08916,8767,,,,
DB08865,8767,,,,
DB06616,8780,,,,
DB08568,8780,,,,
DB08877,8780,,,,
DB08865,8780,,,,
DB01268,8788,,,,
DB02546,8841,,,,
DB04297,8841,,,,
DB00755,8854,,,,
DB00530,8856,,,,
DB00783,8856,,,,
DB00977,8856,,,,
DB01045,8856,,,,
DB01220,8856,,,,
DB00227,8856,,,,
DB00393,8856,,,,
DB00455,8856,,,,
DB00834,8856,,,,
DB00170,8858,,,,
DB01268,8899,,,,
DB08568,8899,,,,
DB00661,8911,,,,
DB00909,8911,,,,
DB04841,8911,,,,
DB00270,8912,,,,
DB00909,8912,,,,
DB01023,8912,,,,
DB01054,8912,,,,
DB01115,8912,,,,
DB01118,8912,,,,
DB01244,8912,,,,
DB04841,8912,,,,
DB00593,8913,,,,
DB00661,8913,,,,
DB00909,8913,,,,
DB04841,8913,,,,
DB00284,8972,,,,
DB00491,8972,,,,
DB04878,8972,,,,
DB01645,8972,,,,
DB00126,8985,,,,
DB00317,8986,,,,
DB01268,8986,,,,
DB08568,8986,,,,
DB08877,8986,,,,
DB00822,8989,,,,
DB08142,8999,,,,
DB08568,8999,,,,
DB08865,8999,,,,
DB02567,9024,,,,
DB00755,9052,,,,
DB02567,9088,,,,
DB06616,9088,,,,
DB08568,9113,,,,
DB01268,9128,,,,
DB04953,9132,,,,
DB08142,9149,,,,
DB08568,9149,,,,
DB08916,9149,,,,
DB01254,9175,,,,
DB06616,9175,,,,
DB08865,9175,,,,
DB00889,9177,,,,
DB00904,9177,,,,
DB06999,9201,,,,
DB08877,9201,,,,
DB08865,9201,,,,
DB04703,9212,,,,
DB07340,9212,,,,
DB00398,9212,,,,
DB01254,9212,,,,
DB01268,9212,,,,
DB04216,9212,,,,
DB04849,9212,,,,
DB05465,9212,,,,
DB06999,9212,,,,
DB08846,9212,,,,
DB08865,9212,,,,
DB01268,9252,,,,
DB03496,9252,,,,
DB07995,9252,,,,
DB08162,9252,,,,
DB08568,9252,,,,
DB08756,9252,,,,
DB08877,9252,,,,
DB00270,9254,,,,
DB00996,9254,,,,
DB01023,9254,,,,
DB01054,9254,,,,
DB01118,9254,,,,
DB01244,9254,,,,
DB08568,9261,,,,
DB04216,9262,,,,
DB00317,9262,,,,
DB00530,9262,,,,
DB01268,9262,,,,
DB03496,9262,,,,
DB05424,9262,,,,
DB08568,9262,,,,
DB08877,9262,,,,
DB00317,9263,,,,
DB00530,9263,,,,
DB00619,9263,,,,
DB01268,9263,,,,
DB03496,9263,,,,
DB05424,9263,,,,
DB08568,9263,,,,
DB08877,9263,,,,
DB08916,9263,,,,
DB07348,9266,,,,
DB00398,9344,,,,
DB01254,9344,,,,
DB02567,9344,,,,
DB03496,9344,,,,
DB04849,9344,,,,
DB06589,9344,,,,
DB06616,9344,,,,
DB08142,9344,,,,
DB08568,9344,,,,
DB08877,9344,,,,
DB08865,9344,,,,
DB00328,9356,,,,
DB00345,9356,,,,
DB00586,9356,,,,
DB00712,9356,,,,
DB01009,9356,,,,
DB01032,9356,,,,
DB01050,9356,,,,
DB08846,9356,,,,
DB03793,9367,,,,
DB00213,9429,,,,
DB00317,9429,,,,
DB00619,9429,,,,
DB00655,9429,,,,
DB01030,9429,,,,
DB01645,9429,,,,
DB04216,9429,,,,
DB04881,9429,,,,
DB07352,9429,,,,
DB02567,9448,,,,
DB04849,9448,,,,
DB06589,9448,,,,
DB06616,9448,,,,
DB06999,9448,,,,
DB08568,9448,,,,
DB00399,9453,,,,
DB08162,9475,,,,
DB08756,9475,,,,
DB03496,9475,,,,
DB05294,9475,,,,
DB06616,9475,,,,
DB07995,9475,,,,
DB08877,9475,,,,
DB08865,9475,,,,
DB02255,9507,,,,
DB04725,9536,,,,
DB02567,9578,,,,
DB04868,9578,,,,
DB08568,9578,,,,
DB02546,9611,,,,
DB06616,9641,,,,
DB08877,9641,,,,
DB08865,9641,,,,
DB03496,9706,,,,
DB06616,9706,,,,
DB08568,9706,,,,
DB08877,9706,,,,
DB08865,9706,,,,
DB02546,9734,,,,
DB04297,9734,,,,
DB00317,9748,,,,
DB00398,9748,,,,
DB00530,9748,,,,
DB01259,9748,,,,
DB01268,9748,,,,
DB02567,9748,,,,
DB03044,9748,,,,
DB04849,9748,,,,
DB05294,9748,,,,
DB05424,9748,,,,
DB05465,9748,,,,
DB06589,9748,,,,
DB06616,9748,,,,
DB06999,9748,,,,
DB08142,9748,,,,
DB08916,9748,,,,
DB08865,9748,,,,
DB02546,9759,,,,
DB04297,9759,,,,
DB08568,9833,,,,
DB08877,9833,,,,
DB06616,9874,,,,
DB08142,9874,,,,
DB04216,9891,,,,
DB06616,9891,,,,
DB08846,9891,,,,
DB01202,9900,,,,
DB06999,9943,,,,
DB08877,9943,,,,
DB06777,9971,,,,
DB00257,9971,,,,
DB00393,9971,,,,
DB00455,9971,,,,
DB01023,9971,,,,
DB07995,10000,,,,
DB08568,10000,,,,
DB02546,10013,,,,
DB04297,10013,,,,
DB02546,10014,,,,
DB04297,10014,,,,
DB07232,10038,,,,
DB00203,10057,,,,
DB01016,10060,,,,
DB01182,10060,,,,
DB00398,10114,,,,
DB03496,10114,,,,
DB06616,10114,,,,
DB06999,10114,,,,
DB08568,10114,,,,
DB08877,10114,,,,
DB01268,10188,,,,
DB02567,10188,,,,
DB06616,10188,,,,
DB06999,10188,,,,
DB08877,10188,,,,
DB08865,10188,,,,
DB01110,10242,,,,
DB03793,10247,,,,
DB00145,10249,,,,
DB00975,10257,,,,
DB00514,10280,,,,
DB00396,10280,,,,
DB00472,10280,,,,
DB00481,10280,,,,
DB00490,10280,,,,
DB00502,10280,,,,
DB00624,10280,,,,
DB00675,10280,,,,
DB00692,10280,,,,
DB00734,10280,,,,
DB00831,10280,,,,
DB04946,10280,,,,
DB08954,10280,,,,
DB04751,10298,,,,
DB08568,10298,,,,
DB08877,10298,,,,
DB03010,10376,,,,
DB03010,10381,,,,
DB04845,10381,,,,
DB03010,10382,,,,
DB00518,10383,,,,
DB00643,10383,,,,
DB03010,10383,,,,
DB01783,10432,,,,
DB00530,10461,,,,
DB04849,10461,,,,
DB05465,10461,,,,
DB06616,10461,,,,
DB08865,10461,,,,
DB01254,10494,,,,
DB02567,10494,,,,
DB06616,10494,,,,
DB08877,10494,,,,
DB01645,10499,,,,
DB00126,10536,,,,
DB00128,10606,,,,
DB01268,10645,,,,
DB03496,10645,,,,
DB06616,10645,,,,
DB08142,10645,,,,
DB08568,10645,,,,
DB08865,10645,,,,
DB00481,10682,,,,
DB00502,10682,,,,
DB00675,10682,,,,
DB00831,10682,,,,
DB00398,10733,,,,
DB00530,10733,,,,
DB00619,10733,,,,
DB01268,10733,,,,
DB03496,10733,,,,
DB04849,10733,,,,
DB05294,10733,,,,
DB05465,10733,,,,
DB06999,10733,,,,
DB08877,10733,,,,
DB08846,10733,,,,
DB08865,10733,,,,
DB00317,10746,,,,
DB00530,10746,,,,
DB01254,10746,,,,
DB02567,10746,,,,
DB03496,10746,,,,
DB05424,10746,,,,
DB06589,10746,,,,
DB06616,10746,,,,
DB08877,10746,,,,
DB08865,10746,,,,
DB01268,10769,,,,
DB06616,10769,,,,
DB08059,10769,,,,
DB08877,10769,,,,
DB04216,10783,,,,
DB00471,10800,,,,
DB00549,10800,,,,
DB00558,10825,,,,
DB00975,10846,,,,
DB01113,10846,,,,
DB08814,10846,,,,
DB00862,10846,,,,
DB02255,10863,,,,
DB03880,10863,,,,
DB06616,11011,,,,
DB01268,11040,,,,
DB03496,11040,,,,
DB08568,11040,,,,
DB03880,11096,,,,
DB02255,11096,,,,
DB06616,11113,,,,
DB08568,11113,,,,
DB08916,11113,,,,
DB07715,11156,,,,
DB00398,11183,,,,
DB01268,11183,,,,
DB02567,11183,,,,
DB04849,11183,,,,
DB05294,11183,,,,
DB05424,11183,,,,
DB05465,11183,,,,
DB06616,11183,,,,
DB06999,11183,,,,
DB08865,11183,,,,
DB00398,11184,,,,
DB02567,11184,,,,
DB04849,11184,,,,
DB04868,11184,,,,
DB05294,11184,,,,
DB06616,11184,,,,
DB08865,11184,,,,
DB00697,11188,,,,
DB00575,11188,,,,
DB00692,11188,,,,
DB00935,11188,,,,
DB06711,11188,,,,
DB00317,11200,,,,
DB01268,11200,,,,
DB06616,11200,,,,
DB08568,11200,,,,
DB08865,11213,,,,
DB00909,11238,,,,
DB00391,11238,,,,
DB00524,11238,,,,
DB00580,11238,,,,
DB00841,11238,,,,
DB00887,11238,,,,
DB00999,11238,,,,
DB01021,11238,,,,
DB01144,11238,,,,
DB02709,11238,,,,
DB03566,11238,,,,
DB04665,11238,,,,
DB06218,11238,,,,
DB00328,11251,,,,
DB00605,11251,,,,
DB06698,11255,,,,
DB00321,11255,,,,
DB00363,11255,,,,
DB00477,11255,,,,
DB00934,11255,,,,
DB00972,11255,,,,
DB01239,11255,,,,
DB01245,11255,,,,
DB05381,11255,,,,
DB00530,11309,,,,
DB00822,11343,,,,
DB00530,22848,,,,
DB01268,22848,,,,
DB06616,22848,,,,
DB08568,22848,,,,
DB08877,22848,,,,
DB08865,22848,,,,
DB03496,22858,,,,
DB08142,22858,,,,
DB08568,22858,,,,
DB00811,22978,,,,
DB06616,22983,,,,
DB08877,22983,,,,
DB01268,23012,,,,
DB00780,23028,,,,
DB00317,23043,,,,
DB00398,23043,,,,
DB00530,23043,,,,
DB02567,23043,,,,
DB03044,23043,,,,
DB04849,23043,,,,
DB05294,23043,,,,
DB05424,23043,,,,
DB06616,23043,,,,
DB06999,23043,,,,
DB08568,23043,,,,
DB04879,23097,,,,
DB06999,23097,,,,
DB08142,23097,,,,
DB08568,23097,,,,
DB00218,23113,,,,
DB00467,23113,,,,
DB00487,23113,,,,
DB00537,23113,,,,
DB00978,23113,,,,
DB01059,23113,,,,
DB01137,23113,,,,
DB01165,23113,,,,
DB01208,23113,,,,
DB04576,23113,,,,
DB01044,23113,,,,
DB00730,23173,,,,
DB00530,23235,,,,
DB02567,23235,,,,
DB04849,23235,,,,
DB06616,23235,,,,
DB06999,23235,,,,
DB08865,23235,,,,
DB01254,23387,,,,
DB02567,23387,,,,
DB05294,23387,,,,
DB05424,23387,,,,
DB06616,23387,,,,
DB08877,23387,,,,
DB03496,23396,,,,
DB06589,23396,,,,
DB02701,23408,,,,
DB04786,23408,,,,
DB04297,23450,,,,
DB00145,23464,,,,
DB00627,23475,,,,
DB01268,23476,,,,
DB02656,23476,,,,
DB03796,23541,,,,
DB03754,23590,,,,
DB01268,23604,,,,
DB08568,23604,,,,
DB08877,23604,,,,
DB08846,23621,,,,
DB00909,23632,,,,
DB00524,23632,,,,
DB00580,23632,,,,
DB00619,23632,,,,
DB00869,23632,,,,
DB00887,23632,,,,
DB00999,23632,,,,
DB01021,23632,,,,
DB01144,23632,,,,
DB02709,23632,,,,
DB03566,23632,,,,
DB04216,23632,,,,
DB04665,23632,,,,
DB04868,23632,,,,
DB06218,23632,,,,
DB07767,23632,,,,
DB08846,23632,,,,
DB00851,23649,,,,
DB01268,23678,,,,
DB06999,23678,,,,
DB08568,23678,,,,
DB06616,23683,,,,
DB08568,23683,,,,
DB08865,23683,,,,
DB01032,24145,,,,
DB01268,25778,,,,
DB03496,25778,,,,
DB06616,25778,,,,
DB08865,25778,,,,
DB00995,25824,,,,
DB03608,25824,,,,
DB03793,25824,,,,
DB00115,25974,,,,
DB00200,25974,,,,
DB00530,25989,,,,
DB01254,25989,,,,
DB05294,25989,,,,
DB05424,25989,,,,
DB06616,25989,,,,
DB08877,25989,,,,
DB08865,25989,,,,
DB01083,26090,,,,
DB04216,26275,,,,
DB08568,26524,,,,
DB00530,26576,,,,
DB06616,26576,,,,
DB08568,26576,,,,
DB08877,26576,,,,
DB08865,26576,,,,
DB01373,27032,,,,
DB03796,27095,,,,
DB03496,27102,,,,
DB04849,27102,,,,
DB06616,27102,,,,
DB00651,27115,,,,
DB00920,27115,,,,
DB00975,27115,,,,
DB00317,27148,,,,
DB00398,27148,,,,
DB00530,27148,,,,
DB02567,27148,,,,
DB05424,27148,,,,
DB06616,27148,,,,
DB06999,27148,,,,
DB00145,27232,,,,
DB07615,27306,,,,
DB08313,27306,,,,
DB00917,27306,,,,
DB03496,27330,,,,
DB06616,27330,,,,
DB08877,27330,,,,
DB08916,27330,,,,
DB06616,27347,,,,
DB08877,27347,,,,
DB02740,28639,,,,
DB02740,28755,,,,
DB00594,28988,,,,
DB03608,28988,,,,
DB03496,28996,,,,
DB06616,28996,,,,
DB06999,28996,,,,
DB08568,28996,,,,
DB08877,28996,,,,
DB00530,29110,,,,
DB03496,29110,,,,
DB06616,29110,,,,
DB08877,29110,,,,
DB08865,29110,,,,
DB00973,29881,,,,
DB05294,30811,,,,
DB05424,30811,,,,
DB06616,30811,,,,
DB00242,50484,,,,
DB00317,50488,,,,
DB00530,50488,,,,
DB01254,50488,,,,
DB02567,50488,,,,
DB03044,50488,,,,
DB03496,50488,,,,
DB04849,50488,,,,
DB05294,50488,,,,
DB05424,50488,,,,
DB06616,50488,,,,
DB06999,50488,,,,
DB08568,50488,,,,
DB08865,50488,,,,
DB04216,50507,,,,
DB07352,50507,,,,
DB00363,50632,,,,
DB00831,50632,,,,
DB00820,50940,,,,
DB00862,50940,,,,
DB00975,50940,,,,
DB02567,51086,,,,
DB04868,51086,,,,
DB06616,51086,,,,
DB08865,51086,,,,
DB00317,51135,,,,
DB01268,51135,,,,
DB03496,51135,,,,
DB05294,51135,,,,
DB05424,51135,,,,
DB06616,51135,,,,
DB08568,51135,,,,
DB08865,51135,,,,
DB00570,51174,,,,
DB00570,51175,,,,
DB08568,51265,,,,
DB00145,51268,,,,
DB00724,51284,,,,
DB01611,51284,,,,
DB00561,51305,,,,
DB00724,51311,,,,
DB01254,51347,,,,
DB02567,51347,,,,
DB03496,51347,,,,
DB04849,51347,,,,
DB04868,51347,,,,
DB06589,51347,,,,
DB06616,51347,,,,
DB08142,51347,,,,
DB08568,51347,,,,
DB08877,51347,,,,
DB08865,51347,,,,
DB04297,51564,,,,
DB02546,51564,,,,
DB00317,51701,,,,
DB02567,51701,,,,
DB06616,51701,,,,
DB00441,51727,,,,
DB02567,51765,,,,
DB04849,51765,,,,
DB06616,51765,,,,
DB08877,51765,,,,
DB08865,51765,,,,
DB02567,51776,,,,
DB04868,51776,,,,
DB06616,51776,,,,
DB06999,51776,,,,
DB03010,51807,,,,
DB08868,53637,,,,
DB01268,53904,,,,
DB06616,53904,,,,
DB03496,53944,,,,
DB08568,53944,,,,
DB00530,54101,,,,
DB05294,54101,,,,
DB08877,54101,,,,
DB08865,54101,,,,
DB00608,54106,,,,
DB01611,54106,,,,
DB00242,54107,,,,
DB01017,54205,,,,
DB00126,54583,,,,
DB00583,54677,,,,
DB00126,54681,,,,
DB02266,54795,,,,
DB01268,54861,,,,
DB04876,54878,,,,
DB06335,54878,,,,
DB00455,55117,,,,
DB00128,55157,,,,
DB00811,55193,,,,
DB00126,55214,,,,
DB00126,55217,,,,
DB00126,55239,,,,
DB00140,55312,,,,
DB02567,55351,,,,
DB02567,55561,,,,
DB08568,55561,,,,
DB00184,55584,,,,
DB00674,55584,,,,
DB00530,55589,,,,
DB01268,55589,,,,
DB05424,55589,,,,
DB06616,55589,,,,
DB08568,55589,,,,
DB08877,55589,,,,
DB08865,55589,,,,
DB06589,55781,,,,
DB06999,55781,,,,
DB08568,55781,,,,
DB08877,55781,,,,
DB00381,55799,,,,
DB06712,55799,,,,
DB00909,55800,,,,
DB00173,55825,,,,
DB02546,55869,,,,
DB04297,55869,,,,
DB04953,56479,,,,
DB00242,56655,,,,
DB00121,56922,,,,
DB08568,56924,,,,
DB08877,56924,,,,
DB02567,56997,,,,
DB00165,57026,,,,
DB00549,57105,,,,
DB01268,57118,,,,
DB06616,57118,,,,
DB08568,57118,,,,
DB08877,57118,,,,
DB08568,57144,,,,
DB08877,57144,,,,
DB01268,57172,,,,
DB08877,57172,,,,
DB00619,57396,,,,
DB01268,57396,,,,
DB04868,57396,,,,
DB06616,57396,,,,
DB08142,57396,,,,
DB08568,57396,,,,
DB08877,57396,,,,
DB00398,57551,,,,
DB02567,57551,,,,
DB03496,57551,,,,
DB04868,57551,,,,
DB06589,57551,,,,
DB06616,57551,,,,
DB08142,57551,,,,
DB08568,57551,,,,
DB08877,57551,,,,
DB08865,57551,,,,
DB00975,58497,,,,
DB00691,59272,,,,
DB00363,59340,,,,
DB00321,59340,,,,
DB00408,59340,,,,
DB00434,59340,,,,
DB00477,59340,,,,
DB00543,59340,,,,
DB01114,59340,,,,
DB01620,59340,,,,
DB06148,59340,,,,
DB05381,59340,,,,
DB00121,64087,,,,
DB00126,64175,,,,
DB00208,64805,,,,
DB06209,64805,,,,
DB08816,64805,,,,
DB00261,64805,,,,
DB00145,64902,,,,
DB03496,65061,,,,
DB06616,65061,,,,
DB08142,65061,,,,
DB08568,65061,,,,
DB04849,65975,,,,
DB06616,65975,,,,
DB08568,65975,,,,
DB00170,79001,,,,
DB00498,79001,,,,
DB00682,79001,,,,
DB03754,79661,,,,
DB00126,79676,,,,
DB00317,79837,,,,
DB00530,79837,,,,
DB00619,79837,,,,
DB02567,79837,,,,
DB03496,79837,,,,
DB04868,79837,,,,
DB06589,79837,,,,
DB01254,79858,,,,
DB02567,79858,,,,
DB06616,79858,,,,
DB06999,79858,,,,
DB02546,79885,,,,
DB04297,79885,,,,
DB02567,79934,,,,
DB08865,79934,,,,
DB00317,80122,,,,
DB00530,80122,,,,
DB01254,80122,,,,
DB02567,80122,,,,
DB04849,80122,,,,
DB04879,80122,,,,
DB05294,80122,,,,
DB05424,80122,,,,
DB05465,80122,,,,
DB06589,80122,,,,
DB06616,80122,,,,
DB08568,80122,,,,
DB08877,80122,,,,
DB08865,80122,,,,
DB00128,80150,,,,
DB01268,80351,,,,
DB07352,80351,,,,
DB01229,81027,,,,
DB01248,81027,,,,
DB01394,81027,,,,
DB03010,81027,,,,
DB06772,81027,,,,
DB01206,81551,,,,
DB00200,81693,,,,
DB00317,81788,,,,
DB06616,81788,,,,
DB08568,81788,,,,
DB08877,81788,,,,
DB08865,81788,,,,
DB05424,83732,,,,
DB06616,83732,,,,
DB08568,83732,,,,
DB08877,83732,,,,
DB08865,83732,,,,
DB07995,83903,,,,
DB02546,83933,,,,
DB04297,83933,,,,
DB06616,83942,,,,
DB01268,84254,,,,
DB03496,84254,,,,
DB08568,84254,,,,
DB02567,84446,,,,
DB00675,84650,,,,
DB00831,84650,,,,
DB00780,84706,,,,
DB03010,84790,,,,
DB00398,85366,,,,
DB01254,85366,,,,
DB01268,85366,,,,
DB02567,85366,,,,
DB00317,85443,,,,
DB06616,85443,,,,
DB06999,85443,,,,
DB08142,85443,,,,
DB08877,85443,,,,
DB00308,90134,,,,
DB00457,90134,,,,
DB00590,90134,,,,
DB01110,90134,,,,
DB01162,90134,,,,
DB04876,91039,,,,
DB06335,91039,,,,
DB00128,91703,,,,
DB08865,91754,,,,
DB00398,91807,,,,
DB01268,91807,,,,
DB02567,91807,,,,
DB07995,91807,,,,
DB08568,91807,,,,
DB00126,112398,,,,
DB00126,112399,,,,
DB06292,115584,,,,
DB00514,116443,,,,
DB00721,116443,,,,
DB00915,116443,,,,
DB00949,116443,,,,
DB01043,116443,,,,
DB01173,116443,,,,
DB01221,116443,,,,
DB00145,116444,,,,
DB01173,116444,,,,
DB00762,116447,,,,
DB01030,116447,,,,
DB00917,117144,,,,
DB00917,117155,,,,
DB00530,120892,,,,
DB01268,120892,,,,
DB02567,120892,,,,
DB03496,120892,,,,
DB05424,120892,,,,
DB06616,120892,,,,
DB08568,120892,,,,
DB08877,120892,,,,
DB00126,121642,,,,
DB03496,122011,,,,
DB06616,122011,,,,
DB08568,122011,,,,
DB00128,122622,,,,
DB03754,124583,,,,
DB03496,131890,,,,
DB06616,131890,,,,
DB08568,131890,,,,
DB08877,131890,,,,
DB00398,140469,,,,
DB06616,140469,,,,
DB08877,140609,,,,
DB08865,140609,,,,
DB01254,140901,,,,
DB02567,140901,,,,
DB03496,140901,,,,
DB04849,140901,,,,
DB05294,140901,,,,
DB05424,140901,,,,
DB06616,140901,,,,
DB08865,140901,,,,
DB00328,145482,,,,
DB00317,147746,,,,
DB00398,147746,,,,
DB00530,147746,,,,
DB00619,147746,,,,
DB03496,147746,,,,
DB05424,147746,,,,
DB05465,147746,,,,
DB06616,147746,,,,
DB06999,147746,,,,
DB08568,147746,,,,
DB08916,147746,,,,
DB08865,147746,,,,
DB02567,150094,,,,
DB06616,150094,,,,
DB06999,150094,,,,
DB00170,154807,,,,
DB08142,166614,,,,
DB08877,166614,,,,
DB08865,166614,,,,
DB00115,166785,,,,
DB00200,166785,,,,
DB02567,167359,,,,
DB06616,167359,,,,
DB08865,167359,,,,
DB00361,203068,,,,
DB00541,203068,,,,
DB00570,203068,,,,
DB01179,203068,,,,
DB01394,203068,,,,
DB03010,203068,,,,
DB00400,203068,,,,
DB00398,204851,,,,
DB01268,204851,,,,
DB03496,204851,,,,
DB06616,204851,,,,
DB06999,204851,,,,
DB08568,204851,,,,
DB08877,204851,,,,
DB00661,219931,,,,
DB00126,221120,,,,
DB01083,221955,,,,
DB08142,225689,,,,
DB08568,225689,,,,
DB00317,285220,,,,
DB00398,285220,,,,
DB00530,285220,,,,
DB01254,285220,,,,
DB01268,285220,,,,
DB02567,285220,,,,
DB03044,285220,,,,
DB04849,285220,,,,
DB04868,285220,,,,
DB05294,285220,,,,
DB05424,285220,,,,
DB06616,285220,,,,
DB08916,285220,,,,
DB08865,285220,,,,
DB00200,326625,,,,
DB06999,340156,,,,
DB08568,340156,,,,
DB00317,388228,,,,
DB00530,388228,,,,
DB01254,388228,,,,
DB01268,388228,,,,
DB08877,388228,,,,
DB08916,388228,,,,
DB08865,388228,,,,
DB08877,389840,,,,
DB08865,389840,,,,
DB02656,415116,,,,
DB08568,415116,,,,
DB02567,440275,,,,
DB06616,440275,,,,
DB06999,440275,,,,
DB08142,728642,,,,
DB08865,728642,,,,
DB06809,729230,,,,
